Name,Branch,Pass-out Year,Gender,Skills_1,Skills_2,Skills_3,Interests_1,Interests_2,Interests_3,Hobbies_1,Hobbies_2,Hobbies_3,10th Marks,12th Marks/Diploma Marks,Study Goals,Dream Companies,Currently Working On,Spoken Languages_1,Spoken Languages_2,Spoken Languages_3
Student_148,Computer Science,2025,Female,DBMS,JavaScript,HTML,Gaming,Sports,UI/UX Design,Gardening,Reading,Football,84,87,Higher Studies,Microsoft,Personal Project,Tamil,Marathi,Telugu
Student_149,Civil,2027,Female,CSS,SQL,React,Gaming,Sports,Drawing,Yoga,Painting,Cricket,97,65,Higher Studies,Amazon,Personal Project,Telugu,English,Hindi
Student_150,Electronics,2024,Non-binary,C++,Python,DBMS,Music,Coding,Data Science,Cricket,Reading,Gardening,83,72,Higher Studies,LTI Mindtree,Personal Project,Tamil,Marathi,Telugu
Student_151,Electronics,2025,Female,HTML,CSS,JavaScript,Coding,Data Science,Music,Painting,Singing,Dancing,65,92,Entrepreneurship,LTI Mindtree,Internship,Marathi,Hindi,English
Student_152,Computer Science,2027,Female,JavaScript,C++,Java,Gaming,Machine Learning,Data Science,Football,Dancing,Yoga,83,96,Good Job Placement,Amazon,Final Year Project,Marathi,Bengali,Tamil
Student_153,Civil,2023,Non-binary,React,JavaScript,Python,Drawing,Data Science,Gaming,Painting,Football,Yoga,98,66,Entrepreneurship,Infosys,Internship,English,Hindi,Bengali
Student_154,Information Technology,2026,Female,Node.js,JavaScript,React,UI/UX Design,Data Science,Drawing,Football,Yoga,Reading,60,89,Higher Studies,Infosys,Final Year Project,Hindi,Tamil,Marathi
Student_155,Mechanical,2023,Male,C++,Java,Python,UI/UX Design,Machine Learning,Music,Football,Cricket,Dancing,63,66,Entrepreneurship,Amazon,Final Year Project,Bengali,Hindi,Tamil
Student_156,Electronics,2023,Male,Java,Node.js,SQL,Data Science,Sports,Coding,Singing,Painting,Cricket,74,64,Entrepreneurship,Infosys,Internship,Telugu,English,Marathi
Student_157,Information Technology,2023,Female,JavaScript,CSS,Java,Machine Learning,Gaming,Data Science,Cricket,Painting,Singing,68,74,Good Job Placement,LTI Mindtree,Personal Project,Telugu,English,Marathi
Student_158,Computer Science,2026,Female,Python,React,HTML,Sports,Drawing,Data Science,Singing,Reading,Dancing,60,89,Good Job Placement,Google,Personal Project,Tamil,Telugu,Marathi
Student_159,Computer Science,2023,Non-binary,HTML,Node.js,React,Sports,Coding,UI/UX Design,Gardening,Yoga,Singing,60,90,Higher Studies,TCS,Internship,Bengali,Tamil,Telugu
Student_160,Computer Science,2027,Male,DBMS,Python,CSS,UI/UX Design,Music,Drawing,Singing,Painting,Gardening,89,61,Higher Studies,EPAM,Personal Project,Telugu,Hindi,Tamil
Student_161,Electronics,2023,Female,Python,JavaScript,Java,Machine Learning,Sports,UI/UX Design,Singing,Cricket,Painting,90,80,Higher Studies,Microsoft,Internship,Hindi,Tamil,Bengali
Student_162,Information Technology,2026,Non-binary,React,JavaScript,Java,Gaming,Music,Sports,Dancing,Football,Yoga,88,81,Entrepreneurship,Amazon,Personal Project,Tamil,Marathi,English
Student_163,Computer Science,2027,Male,DBMS,HTML,Python,Data Science,UI/UX Design,Sports,Dancing,Reading,Yoga,71,73,Higher Studies,TCS,Internship,Telugu,Bengali,Tamil
Student_164,Civil,2026,Non-binary,Java,React,C++,UI/UX Design,Data Science,Sports,Dancing,Yoga,Reading,65,70,Good Job Placement,EPAM,Internship,Bengali,Telugu,Tamil
Student_165,Computer Science,2025,Male,Python,Node.js,C++,Machine Learning,Coding,Drawing,Painting,Singing,Reading,84,62,Entrepreneurship,TCS,Internship,Tamil,Bengali,English
Student_166,Civil,2025,Non-binary,Python,React,Node.js,Music,Sports,Machine Learning,Football,Painting,Dancing,85,75,Entrepreneurship,LTI Mindtree,Final Year Project,Tamil,English,Bengali
Student_167,Computer Science,2025,Male,C++,Node.js,CSS,Music,Machine Learning,Gaming,Dancing,Cricket,Yoga,67,71,Good Job Placement,Amazon,Final Year Project,Telugu,Marathi,Bengali
Student_168,Mechanical,2023,Female,C++,Node.js,SQL,UI/UX Design,Gaming,Data Science,Reading,Dancing,Cricket,94,98,Entrepreneurship,Infosys,Final Year Project,Marathi,Hindi,English
Student_169,Computer Science,2025,Male,Python,C++,HTML,Coding,Music,Data Science,Gardening,Reading,Football,93,70,Entrepreneurship,Microsoft,Personal Project,Marathi,Bengali,Tamil
Student_170,Mechanical,2023,Male,JavaScript,Python,SQL,Machine Learning,Data Science,Music,Football,Yoga,Painting,81,91,Higher Studies,TCS,Personal Project,Telugu,Bengali,Hindi
Student_171,Information Technology,2027,Non-binary,HTML,Node.js,CSS,UI/UX Design,Machine Learning,Music,Yoga,Reading,Singing,92,81,Good Job Placement,Infosys,Internship,Marathi,Bengali,English
Student_172,Computer Science,2025,Male,Java,JavaScript,SQL,Drawing,Coding,Machine Learning,Cricket,Yoga,Singing,83,74,Good Job Placement,Amazon,Personal Project,Hindi,Bengali,Marathi
Student_173,Information Technology,2023,Female,Java,React,JavaScript,UI/UX Design,Data Science,Machine Learning,Cricket,Painting,Reading,86,89,Entrepreneurship,LTI Mindtree,Internship,English,Marathi,Bengali
Student_174,Civil,2024,Non-binary,C++,SQL,HTML,Data Science,Sports,UI/UX Design,Yoga,Reading,Singing,75,82,Good Job Placement,Amazon,Final Year Project,Bengali,Marathi,Tamil
Student_175,Information Technology,2027,Female,DBMS,Python,C++,Coding,Machine Learning,Data Science,Football,Singing,Yoga,78,86,Higher Studies,Microsoft,Final Year Project,English,Telugu,Marathi
Student_176,Information Technology,2027,Male,DBMS,Java,C++,Machine Learning,UI/UX Design,Gaming,Painting,Cricket,Yoga,74,79,Higher Studies,Microsoft,Final Year Project,Tamil,Marathi,Hindi
Student_177,Electronics,2024,Female,SQL,Java,CSS,Sports,Drawing,Data Science,Dancing,Painting,Reading,90,73,Higher Studies,Microsoft,Final Year Project,Telugu,English,Bengali
Student_178,Mechanical,2024,Male,Java,SQL,CSS,Coding,Data Science,Drawing,Dancing,Singing,Reading,74,68,Higher Studies,Google,Final Year Project,Bengali,Telugu,Marathi
Student_179,Information Technology,2025,Male,DBMS,JavaScript,HTML,Machine Learning,Data Science,UI/UX Design,Football,Dancing,Reading,93,65,Good Job Placement,Infosys,Internship,Marathi,Hindi,Bengali
Student_180,Civil,2025,Non-binary,SQL,DBMS,Java,Machine Learning,Sports,Gaming,Dancing,Singing,Painting,71,71,Higher Studies,EPAM,Final Year Project,Bengali,Hindi,Tamil
Student_181,Electronics,2024,Female,C++,JavaScript,CSS,Drawing,Sports,UI/UX Design,Yoga,Cricket,Gardening,85,100,Good Job Placement,Google,Personal Project,English,Marathi,Telugu
Student_182,Information Technology,2024,Non-binary,HTML,Java,JavaScript,Gaming,Machine Learning,Data Science,Gardening,Reading,Yoga,85,66,Good Job Placement,Microsoft,Personal Project,Bengali,Telugu,Hindi
Student_183,Electronics,2024,Non-binary,CSS,DBMS,Python,Sports,Machine Learning,Data Science,Cricket,Dancing,Singing,63,77,Good Job Placement,TCS,Internship,English,Telugu,Bengali
Student_184,Computer Science,2024,Non-binary,Node.js,DBMS,Java,Music,Sports,Coding,Yoga,Reading,Painting,99,96,Entrepreneurship,Infosys,Final Year Project,Tamil,Telugu,Marathi
Student_185,Information Technology,2024,Female,SQL,Node.js,HTML,Gaming,Coding,Music,Painting,Reading,Football,89,65,Higher Studies,Wipro,Internship,Tamil,Telugu,Hindi
Student_186,Computer Science,2023,Female,Python,Node.js,Java,Drawing,Data Science,Music,Singing,Gardening,Yoga,69,71,Entrepreneurship,Amazon,Personal Project,Bengali,Tamil,Telugu
Student_187,Civil,2023,Male,Python,DBMS,C++,Sports,Music,Data Science,Singing,Yoga,Reading,99,99,Entrepreneurship,Amazon,Personal Project,Hindi,Telugu,Marathi
Student_188,Civil,2023,Male,CSS,React,HTML,Coding,UI/UX Design,Machine Learning,Painting,Reading,Cricket,91,66,Good Job Placement,EPAM,Personal Project,Tamil,Marathi,Bengali
Student_189,Information Technology,2027,Non-binary,JavaScript,C++,SQL,Coding,Sports,Machine Learning,Reading,Cricket,Singing,60,94,Higher Studies,Microsoft,Final Year Project,Bengali,English,Telugu
Student_190,Mechanical,2027,Female,JavaScript,Python,DBMS,Machine Learning,Music,UI/UX Design,Dancing,Reading,Painting,70,77,Entrepreneurship,Google,Final Year Project,English,Hindi,Telugu
Student_191,Information Technology,2026,Female,CSS,React,HTML,UI/UX Design,Gaming,Machine Learning,Dancing,Reading,Yoga,79,60,Entrepreneurship,EPAM,Internship,Bengali,Telugu,English
Student_192,Electronics,2026,Non-binary,HTML,JavaScript,SQL,UI/UX Design,Gaming,Data Science,Gardening,Football,Reading,69,81,Entrepreneurship,Google,Final Year Project,Bengali,Marathi,Tamil
Student_193,Computer Science,2023,Male,SQL,HTML,Node.js,Music,Sports,Coding,Reading,Yoga,Football,99,100,Entrepreneurship,TCS,Internship,English,Bengali,Marathi
Student_194,Information Technology,2027,Female,Python,HTML,Node.js,Gaming,UI/UX Design,Coding,Gardening,Dancing,Singing,96,82,Good Job Placement,Infosys,Final Year Project,English,Bengali,Telugu
Student_195,Information Technology,2027,Female,JavaScript,Java,SQL,Music,Sports,Data Science,Football,Cricket,Reading,83,77,Good Job Placement,LTI Mindtree,Internship,Marathi,Telugu,Hindi
Student_196,Computer Science,2023,Female,Node.js,JavaScript,HTML,Gaming,Sports,Data Science,Reading,Painting,Gardening,71,63,Entrepreneurship,Google,Final Year Project,Hindi,Marathi,Telugu
Student_197,Computer Science,2023,Male,Node.js,HTML,CSS,Coding,Machine Learning,UI/UX Design,Cricket,Reading,Painting,61,95,Entrepreneurship,TCS,Internship,Tamil,Marathi,Hindi
Student_198,Information Technology,2023,Female,JavaScript,SQL,DBMS,Coding,Drawing,UI/UX Design,Gardening,Singing,Cricket,83,72,Entrepreneurship,Infosys,Final Year Project,Tamil,Bengali,Marathi
Student_199,Information Technology,2027,Male,Python,JavaScript,CSS,Coding,Drawing,Machine Learning,Gardening,Painting,Football,64,95,Higher Studies,Microsoft,Final Year Project,Telugu,Marathi,Tamil
Student_200,Computer Science,2023,Non-binary,CSS,Node.js,JavaScript,Sports,Music,Data Science,Yoga,Football,Reading,70,74,Higher Studies,Google,Internship,Telugu,Tamil,English
Student_201,Mechanical,2026,Non-binary,Node.js,Java,Python,Data Science,Sports,UI/UX Design,Singing,Reading,Gardening,60,93,Entrepreneurship,TCS,Internship,English,Bengali,Hindi
Student_202,Civil,2027,Non-binary,CSS,Python,SQL,UI/UX Design,Gaming,Sports,Dancing,Painting,Football,60,81,Good Job Placement,TCS,Personal Project,English,Marathi,Hindi
Student_203,Mechanical,2025,Female,Java,DBMS,CSS,Drawing,Music,Sports,Painting,Dancing,Yoga,92,92,Higher Studies,EPAM,Personal Project,Telugu,Bengali,English
Student_204,Civil,2025,Male,JavaScript,SQL,Node.js,Gaming,UI/UX Design,Sports,Painting,Singing,Dancing,89,74,Good Job Placement,Infosys,Personal Project,English,Tamil,Marathi
Student_205,Information Technology,2025,Non-binary,Java,Python,SQL,Machine Learning,Coding,Drawing,Gardening,Cricket,Singing,65,70,Entrepreneurship,Wipro,Personal Project,Telugu,Tamil,Bengali
Student_206,Civil,2023,Male,HTML,SQL,JavaScript,Sports,Music,UI/UX Design,Cricket,Reading,Singing,64,79,Higher Studies,LTI Mindtree,Internship,English,Telugu,Tamil
Student_207,Computer Science,2026,Non-binary,Java,DBMS,React,Machine Learning,Music,UI/UX Design,Painting,Yoga,Singing,82,95,Good Job Placement,Amazon,Personal Project,Telugu,Marathi,Bengali
Student_208,Computer Science,2025,Female,C++,JavaScript,HTML,Sports,Machine Learning,UI/UX Design,Dancing,Football,Gardening,67,84,Higher Studies,Amazon,Final Year Project,Tamil,Marathi,English
Student_209,Civil,2027,Male,JavaScript,Java,CSS,Gaming,Data Science,UI/UX Design,Gardening,Cricket,Dancing,71,71,Good Job Placement,Microsoft,Personal Project,Bengali,Marathi,Tamil
Student_210,Mechanical,2024,Non-binary,SQL,C++,Node.js,UI/UX Design,Music,Coding,Singing,Football,Painting,81,72,Higher Studies,TCS,Final Year Project,Tamil,Hindi,Telugu
Student_211,Information Technology,2025,Non-binary,CSS,JavaScript,HTML,UI/UX Design,Data Science,Music,Cricket,Gardening,Football,81,73,Entrepreneurship,LTI Mindtree,Internship,Marathi,Bengali,English
Student_212,Computer Science,2024,Non-binary,Java,C++,CSS,Music,Sports,Gaming,Painting,Football,Yoga,98,90,Higher Studies,LTI Mindtree,Personal Project,English,Marathi,Telugu
Student_213,Computer Science,2027,Male,C++,JavaScript,HTML,Data Science,Coding,Music,Painting,Reading,Dancing,72,98,Good Job Placement,Google,Internship,Marathi,Hindi,Bengali
Student_214,Computer Science,2026,Non-binary,CSS,HTML,Python,Coding,Gaming,Machine Learning,Gardening,Singing,Cricket,70,62,Good Job Placement,Infosys,Internship,Bengali,English,Telugu
Student_215,Computer Science,2023,Male,HTML,Python,React,Drawing,Music,UI/UX Design,Yoga,Dancing,Cricket,76,75,Higher Studies,Infosys,Personal Project,Tamil,English,Telugu
Student_216,Computer Science,2023,Female,DBMS,CSS,HTML,Coding,Machine Learning,Sports,Yoga,Dancing,Cricket,91,82,Higher Studies,EPAM,Personal Project,English,Bengali,Marathi
Student_217,Computer Science,2026,Female,C++,CSS,React,Machine Learning,Drawing,UI/UX Design,Dancing,Gardening,Cricket,97,96,Good Job Placement,Google,Internship,English,Telugu,Bengali
Student_218,Electronics,2025,Female,React,Node.js,HTML,Gaming,Sports,Coding,Yoga,Singing,Football,72,99,Entrepreneurship,Wipro,Personal Project,Marathi,Tamil,English
Student_219,Computer Science,2025,Male,Python,C++,JavaScript,Music,UI/UX Design,Drawing,Singing,Cricket,Gardening,63,94,Good Job Placement,LTI Mindtree,Final Year Project,Telugu,Marathi,Bengali
Student_220,Mechanical,2024,Male,Python,CSS,Java,Coding,Drawing,Sports,Cricket,Reading,Singing,91,93,Entrepreneurship,Google,Internship,Marathi,Telugu,English
Student_221,Information Technology,2024,Non-binary,JavaScript,Node.js,Python,Gaming,Drawing,Machine Learning,Yoga,Singing,Reading,86,97,Good Job Placement,Microsoft,Personal Project,Bengali,Tamil,Telugu
Student_222,Mechanical,2026,Female,SQL,Node.js,JavaScript,Coding,Data Science,Machine Learning,Cricket,Football,Yoga,79,70,Entrepreneurship,TCS,Final Year Project,Marathi,English,Tamil
Student_223,Electronics,2024,Male,HTML,Node.js,C++,Sports,Data Science,UI/UX Design,Dancing,Cricket,Football,89,67,Higher Studies,Infosys,Internship,Tamil,English,Bengali
Student_224,Information Technology,2023,Male,Node.js,React,SQL,Sports,Music,Machine Learning,Reading,Yoga,Painting,98,86,Entrepreneurship,TCS,Internship,Hindi,Bengali,Marathi
Student_225,Computer Science,2024,Non-binary,DBMS,CSS,Java,Sports,Coding,UI/UX Design,Yoga,Dancing,Painting,81,78,Higher Studies,TCS,Internship,Tamil,Bengali,Telugu
Student_226,Information Technology,2026,Male,JavaScript,HTML,React,Sports,Data Science,UI/UX Design,Painting,Yoga,Dancing,75,92,Good Job Placement,Amazon,Final Year Project,English,Tamil,Marathi
Student_227,Mechanical,2025,Non-binary,Node.js,SQL,JavaScript,Drawing,Gaming,Coding,Dancing,Football,Gardening,61,94,Higher Studies,LTI Mindtree,Final Year Project,English,Telugu,Hindi
Student_228,Mechanical,2024,Male,React,SQL,C++,Drawing,Gaming,UI/UX Design,Singing,Cricket,Yoga,90,86,Higher Studies,LTI Mindtree,Personal Project,Tamil,Bengali,Telugu
Student_229,Electronics,2025,Male,JavaScript,Python,C++,Gaming,Coding,UI/UX Design,Yoga,Singing,Dancing,60,66,Entrepreneurship,Wipro,Final Year Project,Marathi,Telugu,Tamil
Student_230,Electronics,2023,Male,React,Node.js,JavaScript,UI/UX Design,Sports,Drawing,Gardening,Cricket,Painting,87,99,Entrepreneurship,Google,Final Year Project,Hindi,English,Tamil
Student_231,Computer Science,2026,Non-binary,SQL,React,DBMS,UI/UX Design,Music,Drawing,Reading,Gardening,Singing,60,94,Higher Studies,Google,Final Year Project,Bengali,Marathi,Hindi
Student_232,Electronics,2027,Female,JavaScript,Python,HTML,Coding,Sports,UI/UX Design,Painting,Football,Yoga,62,70,Higher Studies,Infosys,Final Year Project,Bengali,Telugu,Tamil
Student_233,Electronics,2026,Male,Java,React,Node.js,Coding,Gaming,Sports,Singing,Gardening,Cricket,60,75,Entrepreneurship,Wipro,Personal Project,Marathi,Telugu,English
Student_234,Electronics,2023,Non-binary,DBMS,Java,SQL,Data Science,Gaming,Sports,Football,Dancing,Yoga,92,74,Good Job Placement,Amazon,Final Year Project,Telugu,Hindi,Marathi
Student_235,Electronics,2027,Female,Python,C++,SQL,Data Science,Drawing,Coding,Football,Dancing,Reading,68,84,Good Job Placement,Microsoft,Personal Project,Hindi,Marathi,Tamil
Student_236,Computer Science,2027,Male,CSS,React,Node.js,Gaming,Machine Learning,Coding,Dancing,Football,Reading,97,86,Good Job Placement,Infosys,Personal Project,Bengali,Marathi,Telugu
Student_237,Mechanical,2023,Male,C++,Python,Node.js,Sports,Machine Learning,Data Science,Painting,Football,Dancing,86,83,Higher Studies,Google,Internship,Marathi,Telugu,Tamil
Student_238,Computer Science,2027,Female,CSS,Java,C++,Machine Learning,Coding,Sports,Gardening,Dancing,Football,83,80,Higher Studies,EPAM,Internship,Tamil,Hindi,English
Student_239,Electronics,2027,Female,Python,HTML,C++,Coding,UI/UX Design,Machine Learning,Yoga,Singing,Painting,62,73,Higher Studies,Google,Personal Project,Bengali,Marathi,Hindi
Student_240,Computer Science,2025,Female,SQL,C++,Python,UI/UX Design,Drawing,Sports,Reading,Cricket,Dancing,79,69,Higher Studies,Wipro,Personal Project,Bengali,English,Telugu
Student_241,Mechanical,2025,Male,Node.js,C++,HTML,Music,Drawing,Gaming,Painting,Reading,Football,60,79,Good Job Placement,TCS,Final Year Project,Telugu,Tamil,Hindi
Student_242,Computer Science,2024,Female,React,CSS,SQL,Gaming,UI/UX Design,Music,Football,Dancing,Gardening,97,89,Good Job Placement,LTI Mindtree,Personal Project,Hindi,Telugu,Tamil
Student_243,Electronics,2026,Non-binary,Node.js,Python,DBMS,Drawing,Gaming,Music,Yoga,Dancing,Cricket,91,81,Good Job Placement,Google,Internship,Bengali,Telugu,English
Student_244,Civil,2025,Female,SQL,HTML,CSS,Gaming,Coding,Music,Cricket,Yoga,Dancing,61,62,Higher Studies,Infosys,Internship,Hindi,Telugu,English
Student_245,Computer Science,2023,Female,Java,Python,SQL,Coding,Gaming,Sports,Reading,Cricket,Singing,81,77,Good Job Placement,Wipro,Final Year Project,Marathi,English,Bengali
Student_246,Information Technology,2024,Male,Python,React,Node.js,Drawing,UI/UX Design,Gaming,Yoga,Football,Gardening,96,69,Good Job Placement,Infosys,Personal Project,English,Telugu,Marathi
Student_247,Electronics,2025,Female,React,SQL,JavaScript,Drawing,Data Science,Coding,Cricket,Painting,Gardening,62,84,Entrepreneurship,Microsoft,Personal Project,Hindi,Marathi,Tamil
Student_248,Information Technology,2024,Non-binary,JavaScript,Python,CSS,Coding,Drawing,Gaming,Painting,Gardening,Singing,66,65,Entrepreneurship,Amazon,Internship,English,Bengali,Tamil
Student_249,Information Technology,2026,Male,SQL,HTML,Python,Gaming,Coding,Machine Learning,Gardening,Reading,Dancing,82,77,Higher Studies,Infosys,Internship,Hindi,English,Bengali
Student_250,Mechanical,2027,Non-binary,CSS,DBMS,SQL,Data Science,Music,Drawing,Singing,Football,Dancing,87,79,Good Job Placement,Wipro,Final Year Project,English,Hindi,Marathi
Student_251,Information Technology,2025,Female,JavaScript,React,CSS,Sports,Data Science,UI/UX Design,Singing,Reading,Dancing,85,86,Higher Studies,EPAM,Internship,English,Tamil,Bengali
Student_252,Information Technology,2027,Female,CSS,SQL,C++,Sports,Gaming,Machine Learning,Cricket,Yoga,Football,79,75,Entrepreneurship,TCS,Final Year Project,Telugu,Bengali,English
Student_253,Civil,2024,Non-binary,React,Java,HTML,Sports,Data Science,Drawing,Yoga,Cricket,Gardening,99,65,Entrepreneurship,Microsoft,Final Year Project,Tamil,Hindi,English
Student_254,Computer Science,2024,Male,React,CSS,SQL,Gaming,Coding,Sports,Singing,Reading,Cricket,76,74,Good Job Placement,Microsoft,Personal Project,Hindi,Tamil,Marathi
Student_255,Civil,2026,Female,JavaScript,SQL,Node.js,Machine Learning,Gaming,Music,Cricket,Painting,Dancing,85,62,Higher Studies,EPAM,Internship,English,Bengali,Marathi
Student_256,Computer Science,2023,Non-binary,DBMS,HTML,C++,Gaming,Music,Machine Learning,Singing,Football,Reading,76,65,Entrepreneurship,EPAM,Internship,Hindi,Tamil,Bengali
Student_257,Mechanical,2023,Non-binary,Python,CSS,DBMS,Music,Sports,Data Science,Cricket,Singing,Dancing,70,96,Entrepreneurship,Wipro,Internship,Telugu,English,Hindi
Student_258,Mechanical,2023,Male,React,SQL,Python,Drawing,Machine Learning,Music,Football,Cricket,Dancing,82,90,Entrepreneurship,Google,Final Year Project,Hindi,Telugu,Tamil
Student_259,Computer Science,2025,Non-binary,Python,HTML,SQL,Coding,UI/UX Design,Music,Singing,Cricket,Gardening,69,71,Entrepreneurship,Infosys,Final Year Project,Marathi,Telugu,Tamil
Student_260,Information Technology,2026,Male,Node.js,Python,JavaScript,UI/UX Design,Sports,Data Science,Football,Reading,Gardening,61,83,Entrepreneurship,EPAM,Personal Project,Bengali,Hindi,Telugu
Student_261,Computer Science,2027,Female,DBMS,C++,SQL,Sports,Data Science,Coding,Cricket,Gardening,Reading,60,65,Good Job Placement,TCS,Final Year Project,Tamil,English,Telugu
Student_262,Civil,2026,Female,React,Java,Node.js,Machine Learning,Coding,Drawing,Painting,Singing,Cricket,61,100,Good Job Placement,Wipro,Final Year Project,Marathi,Hindi,Telugu
Student_263,Electronics,2023,Non-binary,Java,Node.js,DBMS,Drawing,UI/UX Design,Music,Singing,Painting,Cricket,71,92,Entrepreneurship,Infosys,Personal Project,Hindi,Tamil,Marathi
Student_264,Computer Science,2027,Female,React,C++,HTML,Sports,Machine Learning,UI/UX Design,Cricket,Football,Gardening,62,72,Entrepreneurship,Infosys,Internship,Marathi,Tamil,English
Student_265,Mechanical,2026,Male,Java,Node.js,DBMS,Data Science,UI/UX Design,Coding,Dancing,Reading,Singing,76,87,Higher Studies,EPAM,Final Year Project,Marathi,English,Telugu
Student_266,Civil,2023,Non-binary,Java,Python,Node.js,Data Science,Sports,Music,Dancing,Singing,Cricket,69,78,Entrepreneurship,Wipro,Personal Project,Bengali,Marathi,Tamil
Student_267,Computer Science,2025,Female,JavaScript,C++,SQL,Data Science,Drawing,Sports,Dancing,Reading,Yoga,63,73,Entrepreneurship,TCS,Internship,Tamil,Telugu,Marathi
Student_268,Electronics,2024,Female,C++,Java,React,Drawing,Music,Data Science,Singing,Yoga,Dancing,82,84,Entrepreneurship,Infosys,Internship,Tamil,English,Telugu
Student_269,Computer Science,2026,Female,Python,JavaScript,HTML,Gaming,Music,Sports,Painting,Football,Cricket,77,98,Higher Studies,Microsoft,Personal Project,Bengali,Hindi,English
Student_270,Information Technology,2025,Male,Java,CSS,Node.js,Machine Learning,Gaming,UI/UX Design,Football,Yoga,Gardening,100,89,Entrepreneurship,Wipro,Final Year Project,Telugu,Marathi,Hindi
Student_271,Computer Science,2027,Non-binary,Python,JavaScript,CSS,Sports,Music,Gaming,Painting,Yoga,Gardening,92,96,Entrepreneurship,Google,Internship,Tamil,Hindi,Marathi
Student_272,Information Technology,2025,Male,CSS,DBMS,C++,UI/UX Design,Gaming,Sports,Painting,Yoga,Dancing,100,86,Entrepreneurship,Google,Final Year Project,Hindi,Tamil,Marathi
Student_273,Mechanical,2024,Female,JavaScript,HTML,Node.js,Sports,Data Science,Machine Learning,Football,Reading,Dancing,70,74,Good Job Placement,Infosys,Final Year Project,Tamil,Marathi,English
Student_274,Civil,2027,Non-binary,HTML,SQL,CSS,Gaming,Machine Learning,Sports,Cricket,Singing,Reading,82,71,Higher Studies,LTI Mindtree,Final Year Project,English,Marathi,Hindi
Student_275,Computer Science,2023,Male,React,Python,Node.js,Gaming,Drawing,Music,Painting,Yoga,Singing,88,82,Higher Studies,EPAM,Final Year Project,Bengali,Tamil,English
Student_276,Information Technology,2027,Female,HTML,DBMS,SQL,Machine Learning,Drawing,Sports,Yoga,Cricket,Singing,72,76,Entrepreneurship,Microsoft,Internship,Bengali,Telugu,English
Student_277,Electronics,2025,Female,Python,C++,SQL,Drawing,Coding,Data Science,Reading,Football,Cricket,73,100,Entrepreneurship,Google,Personal Project,Tamil,Marathi,Hindi
Student_278,Mechanical,2024,Male,Python,JavaScript,HTML,Sports,Gaming,Data Science,Football,Painting,Gardening,98,81,Good Job Placement,LTI Mindtree,Personal Project,Telugu,Marathi,Hindi
Student_279,Information Technology,2026,Male,DBMS,Java,JavaScript,Drawing,Coding,Sports,Football,Reading,Singing,63,89,Entrepreneurship,Wipro,Personal Project,Marathi,Tamil,English
Student_280,Mechanical,2024,Female,JavaScript,CSS,C++,UI/UX Design,Data Science,Music,Yoga,Dancing,Singing,93,99,Entrepreneurship,Amazon,Internship,Hindi,Marathi,Tamil
Student_281,Mechanical,2023,Non-binary,JavaScript,HTML,Node.js,Data Science,Gaming,Machine Learning,Football,Singing,Dancing,76,80,Entrepreneurship,Google,Personal Project,English,Bengali,Telugu
Student_282,Information Technology,2024,Female,C++,Python,HTML,Data Science,UI/UX Design,Drawing,Dancing,Painting,Reading,89,91,Entrepreneurship,LTI Mindtree,Final Year Project,Tamil,Telugu,Bengali
Student_283,Computer Science,2024,Male,React,C++,Java,Sports,Drawing,Gaming,Football,Painting,Gardening,89,79,Entrepreneurship,EPAM,Final Year Project,Marathi,Hindi,English
Student_284,Civil,2025,Female,CSS,React,Python,Coding,Machine Learning,Gaming,Cricket,Yoga,Painting,92,87,Good Job Placement,EPAM,Personal Project,Marathi,Telugu,English
Student_285,Civil,2027,Male,Node.js,Java,CSS,Sports,Gaming,Coding,Singing,Gardening,Cricket,82,73,Entrepreneurship,EPAM,Internship,English,Bengali,Tamil
Student_286,Electronics,2027,Female,C++,Java,JavaScript,Drawing,Sports,Machine Learning,Singing,Football,Yoga,82,73,Higher Studies,Wipro,Internship,English,Hindi,Bengali
Student_287,Mechanical,2023,Female,React,Python,C++,Music,UI/UX Design,Sports,Reading,Yoga,Singing,61,66,Good Job Placement,TCS,Final Year Project,Hindi,Bengali,English
Student_288,Electronics,2026,Female,JavaScript,Python,React,Gaming,Music,UI/UX Design,Dancing,Singing,Yoga,99,91,Good Job Placement,LTI Mindtree,Final Year Project,Bengali,Marathi,English
Student_289,Information Technology,2024,Male,Python,JavaScript,SQL,Coding,Drawing,Gaming,Gardening,Football,Cricket,95,70,Higher Studies,Wipro,Personal Project,Tamil,Marathi,Hindi
Student_290,Civil,2027,Non-binary,CSS,SQL,Java,Data Science,Machine Learning,Sports,Gardening,Reading,Dancing,82,63,Entrepreneurship,Microsoft,Final Year Project,Marathi,Bengali,Telugu
Student_291,Mechanical,2025,Non-binary,C++,React,HTML,Data Science,Gaming,Sports,Gardening,Football,Dancing,67,63,Higher Studies,Microsoft,Personal Project,English,Tamil,Bengali
Student_292,Electronics,2024,Male,Node.js,Python,JavaScript,Data Science,Music,UI/UX Design,Gardening,Dancing,Painting,67,61,Good Job Placement,Infosys,Final Year Project,Hindi,Bengali,Marathi
Student_293,Mechanical,2024,Female,JavaScript,HTML,Java,Data Science,Coding,Drawing,Reading,Singing,Gardening,95,81,Good Job Placement,Amazon,Internship,Hindi,Telugu,Marathi
